553778616 : 	FA	FA	FA	FA	55	55	0	6E	
1270591376 : 	0	0	0	0	55	55	7A	DC	
1270671020 : 	0	0	0	0	55	55	7C	DA	
1270911316 : 	0	0	0	0	55	55	82	D4	
1270950588 : 	0	0	0	0	55	55	83	D3	
1270990452 : 	0	0	0	0	55	55	84	D2	
1271030920 : 	0	0	0	0	55	55	85	D1	
1271071372 : 	0	0	0	0	55	55	86	D0	
1271391404 : 	0	0	0	0	55	55	8E	C8	
1271430580 : 	0	0	0	0	55	55	8F	C7	
1271470448 : 	0	0	0	0	55	55	90	C6	
1271670968 : 	0	0	0	0	55	55	95	C1	
1271710232 : 	0	0	0	0	55	55	96	C0	
1271751372 : 	0	0	0	0	55	55	97	BF	
1271830932 : 	0	0	0	0	55	55	99	BD	
1271870372 : 	0	0	0	0	55	55	9A	BC	
1271990816 : 	0	0	0	0	55	55	9D	B9	
1272071652 : 	0	0	0	0	55	55	9F	B7	
1272110584 : 	0	0	0	0	55	55	A0	B6	
1272150700 : 	0	0	0	0	55	55	A1	B5	
1272310932 : 	0	0	0	0	55	55	A5	B1	
1272390912 : 	0	0	0	0	55	55	A7	AF	
1272471408 : 	0	0	0	0	55	55	A9	AD	
1272550968 : 	0	0	0	0	55	55	AB	AB	
1272590660 : 	0	0	0	0	55	55	AC	AA	
1272629676 : 	0	0	0	0	55	55	AD	A9	
1272670560 : 	0	0	0	0	55	55	AE	A8	
1272791772 : 	0	0	0	0	55	55	B1	A5	
1272830276 : 	0	0	0	0	55	55	B2	A4	
1272870312 : 	0	0	0	0	55	55	B3	A3	
1272910348 : 	0	0	0	0	55	55	B4	A2	
1272990160 : 	0	0	0	0	55	55	B6	A0	
1273071336 : 	0	0	0	0	55	55	B8	9E	
1273110776 : 	0	0	0	0	55	55	B9	9D	
1273230628 : 	0	0	0	0	55	55	BC	9A	
1273270576 : 	0	0	0	0	55	55	BD	99	
1273310528 : 	0	0	0	0	55	55	BE	98	
1273350816 : 	0	0	0	0	55	55	BF	97	
1273390936 : 	0	0	0	0	55	55	C0	96	
1273431148 : 	0	0	0	0	55	55	C1	95	
1273511552 : 	0	0	0	0	55	55	C3	93	
1273550912 : 	0	0	0	0	55	55	C4	92	
1273590864 : 	0	0	0	0	55	55	C5	91	
1273630976 : 	0	0	0	0	55	55	C6	90	
1273671180 : 	0	0	0	0	55	55	C7	8F	
1273751420 : 	0	0	0	0	55	55	C9	8D	
1273831500 : 	0	0	0	0	55	55	CB	8B	
1274150156 : 	0	0	0	0	55	55	D3	83	
1274190616 : 	0	0	0	0	55	55	D4	82	
1274631348 : 	0	0	0	0	55	55	DF	77	
1274670952 : 	0	0	0	0	55	55	E0	76	
1274710560 : 	0	0	0	0	55	55	E1	75	
1274750852 : 	0	0	0	0	55	55	E2	74	
1274830156 : 	0	0	0	0	55	55	E4	72	
1274870448 : 	0	0	0	0	55	55	E5	71	
1274910744 : 	0	0	0	0	55	55	E6	70	
1274950604 : 	0	0	0	0	55	55	E7	6F	
1274991912 : 	0	0	0	0	55	55	E8	6E	
1275111252 : 	0	0	0	0	55	55	EB	6B	
1275150948 : 	0	0	0	0	55	55	EC	6A	
1275191576 : 	0	0	0	0	55	55	ED	69	
1275231780 : 	0	0	0	0	55	55	EE	68	
1275311428 : 	0	0	0	0	55	55	F0	66	
1275470716 : 	0	0	0	0	55	55	F4	62	
1275511092 : 	0	0	0	0	55	55	F5	61	
1275590992 : 	0	0	0	0	55	55	F7	5F	
1275630776 : 	0	0	0	0	55	55	F8	5E	
1275671148 : 	0	0	0	0	55	55	F9	5D	
1275711184 : 	0	0	0	0	55	55	FA	5C	
1275791080 : 	0	0	0	0	55	55	FC	5A	
1275872000 : 	0	0	0	0	55	55	FE	58	
1275911868 : 	0	0	0	0	55	55	FF	57	
1275991596 : 	0	0	0	0	55	55	1	55	
1276232064 : 	0	0	0	0	55	55	7	4F	
1276272268 : 	2	0	0	0	55	55	8	4C	
1276311712 : 	2	0	2	0	55	55	9	49	
1276350808 : 	2	2	2	2	55	55	A	44	
1276391860 : 	2	2	2	2	55	55	B	43	
1276552264 : 	2	2	2	2	55	55	F	3F	
1276591444 : 	2	2	2	2	55	55	10	3E	
1276711292 : 	3	2	2	2	55	55	13	3A	
1276750992 : 	3	2	3	2	55	55	14	38	
1276791192 : 	3	2	3	2	55	55	15	37	
1276831396 : 	3	3	3	3	55	55	16	34	
1276871692 : 	3	3	3	3	55	55	17	33	
1276911296 : 	3	3	3	3	55	55	18	32	
1276951676 : 	3	3	3	3	55	55	19	31	
1276991112 : 	3	3	3	3	55	55	1A	30	
1277112412 : 	3	3	3	3	55	55	1D	2D	
1277192476 : 	3	3	3	3	55	55	1F	2B	
1277232000 : 	3	3	3	3	55	55	20	2A	
1277272460 : 	3	3	3	3	55	55	21	29	
1277312164 : 	3	3	3	3	55	55	22	28	
1277352364 : 	3	3	3	3	55	55	23	27	
1277432260 : 	3	3	3	3	55	55	25	25	
1277512248 : 	3	3	3	3	55	55	27	23	
1277631508 : 	3	3	3	3	55	55	2A	20	
1277712592 : 	3	2	3	2	55	55	2C	20	
1277792328 : 	3	2	3	2	55	55	2E	1E	
1277831760 : 	3	2	3	2	55	55	2F	1D	
1277912768 : 	3	2	3	2	55	55	31	1B	
1278071036 : 	2	2	2	2	55	55	35	19	
1278111240 : 	2	2	2	2	55	55	36	18	
1278150852 : 	2	2	2	2	55	55	37	17	
1278191396 : 	2	2	2	2	55	55	38	16	
1278311928 : 	2	2	2	2	55	55	3B	13	
1278391572 : 	2	2	2	0	55	55	3D	13	
1278471472 : 	2	0	2	0	55	55	3F	13	
1278831448 : 	0	0	0	0	55	55	48	E	
1278872332 : 	0	0	0	0	55	55	49	D	
1278911772 : 	0	0	0	0	55	55	4A	C	
1278951720 : 	0	0	0	0	55	55	4B	B	
1278991164 : 	0	0	0	0	55	55	4C	A	
1279031708 : 	0	0	0	0	55	55	4D	9	
1279111356 : 	0	0	0	0	55	55	4F	7	
1279150792 : 	0	0	0	0	55	55	50	6	
1279191088 : 	0	0	0	0	55	55	51	5	
1279232060 : 	0	0	0	0	55	55	52	4	
1279272596 : 	0	0	0	0	55	55	53	3	
1279312120 : 	0	0	0	0	55	55	54	2	
1279352240 : 	0	0	0	0	55	55	55	1	
1279392360 : 	0	0	0	0	55	55	56	0	
1279511276 : 	0	0	0	0	55	55	59	FD	
1279551820 : 	0	0	0	0	55	55	5A	FC	
1279592196 : 	0	0	0	0	55	55	5B	FB	
1279631892 : 	0	0	0	0	55	55	5C	FA	
1279672608 : 	0	0	0	0	55	55	5D	F9	
1279711876 : 	0	0	0	0	55	55	5E	F8	
1279751060 : 	0	0	0	0	55	55	5F	F7	
1279791520 : 	0	0	0	0	55	55	60	F6	
1279831812 : 	0	0	0	0	55	55	61	F5	
1279872272 : 	0	0	0	0	55	55	62	F4	
1279912904 : 	0	0	0	0	55	55	63	F3	
1279950988 : 	0	0	0	0	55	55	64	F2	
1279991104 : 	0	0	0	0	55	55	65	F1	
1280031476 : 	0	0	0	0	55	55	66	F0	
1280071000 : 	0	0	0	0	55	55	67	EF	
1280110868 : 	0	0	0	0	55	55	68	EE	
1280151156 : 	0	0	0	0	55	55	69	ED	
1280191020 : 	0	0	0	0	55	55	6A	EC	
1280230804 : 	0	0	0	0	55	55	6B	EB	
1280271440 : 	0	0	0	0	55	55	6C	EA	
1280351500 : 	0	0	0	0	55	55	6E	E8	
1280391452 : 	0	0	0	0	55	55	6F	E7	
1280472032 : 	0	0	0	0	55	55	71	E5	
1280511052 : 	0	0	0	0	55	55	72	E4	
1280551848 : 	0	0	0	0	55	55	73	E3	
1280591544 : 	0	0	0	0	55	55	74	E2	
1280631748 : 	0	0	0	0	55	55	75	E1	
1280710968 : 	0	0	0	0	55	55	77	DF	
1280751596 : 	0	0	0	0	55	55	78	DE	
1280792744 : 	0	0	0	0	55	55	79	DD	
1280912672 : 	2	0	0	0	55	55	7C	D8	
1280990872 : 	2	0	2	0	55	55	7E	D4	
1281031076 : 	2	2	2	0	55	55	7F	D1	
1281113016 : 	3	2	2	0	55	55	81	CE	
1281152124 : 	3	2	2	0	55	55	82	CD	
1281192072 : 	3	2	2	0	55	55	83	CC	
1281351952 : 	4	3	3	2	55	55	87	C3	
1281392156 : 	4	3	3	2	55	55	88	C2	
1281431604 : 	4	3	3	2	55	55	89	C1	
1281470780 : 	4	3	3	2	55	55	8A	C0	
1281511244 : 	4	3	4	2	55	55	8B	BE	
1281552472 : 	5	3	4	2	55	55	8C	BC	
1281592756 : 	5	3	4	2	55	55	8D	BB	
1281631940 : 	5	4	4	3	55	55	8E	B8	
1281672572 : 	5	4	4	3	55	55	8F	B7	
1281711928 : 	5	4	4	3	55	55	90	B6	
1281751792 : 	5	4	5	3	55	55	91	B4	
1281792508 : 	6	4	5	3	55	55	92	B2	
1281872832 : 	6	4	5	3	55	55	94	B0	
1281952648 : 	6	5	5	3	55	55	96	AD	
1281992428 : 	7	5	6	3	55	55	97	AA	
1282070716 : 	7	5	6	4	55	55	99	A7	
1282111428 : 	7	5	6	4	55	55	9A	A6	
1282152736 : 	7	5	6	4	55	55	9B	A5	
1282232388 : 	8	6	7	4	55	55	9D	A0	
1282312028 : 	8	6	7	5	55	55	9F	9D	
1282433072 : 	8	6	7	5	55	55	A2	9A	
1282512796 : 	9	6	7	5	55	55	A4	97	
1283111708 : 	A	7	8	6	55	55	B3	84	
1283231980 : 	A	7	9	6	55	55	B6	80	
1283272272 : 	A	7	9	6	55	55	B7	7F	
1283312560 : 	A	7	9	6	55	55	B8	7E	
1283352852 : 	A	7	9	6	55	55	B9	7D	
1283391784 : 	A	7	9	6	55	55	BA	7C	
1283432752 : 	A	7	9	6	55	55	BB	7B	
1283511972 : 	A	7	9	6	55	55	BD	79	
1283592976 : 	A	7	9	6	55	55	BF	77	
1283671688 : 	A	7	9	6	55	55	C1	75	
1283832508 : 	A	7	9	6	55	55	C5	71	
1283872032 : 	A	8	9	6	55	55	C6	6F	
1283911980 : 	A	8	9	6	55	55	C7	6E	
1283952868 : 	A	8	9	6	55	55	C8	6D	
1283991968 : 	A	8	9	6	55	55	C9	6C	
1284033020 : 	A	8	9	6	55	55	CA	6B	
1284071952 : 	A	8	9	6	55	55	CB	6A	
1284113348 : 	A	8	9	6	55	55	CC	69	
1284153976 : 	A	7	9	6	55	55	CD	69	
1284273324 : 	A	8	9	6	55	55	D0	65	
1284352792 : 	A	7	9	6	55	55	D2	64	
1284392828 : 	A	8	9	6	55	55	D3	62	
1284433456 : 	A	8	9	6	55	55	D4	61	
1284472728 : 	A	8	9	6	55	55	D5	60	
1284552456 : 	A	8	9	6	55	55	D7	5E	
1284591472 : 	A	8	9	6	55	55	D8	5D	
1284632620 : 	A	8	9	6	55	55	D9	5C	
1284672988 : 	A	8	9	6	55	55	DA	5B	
1284713540 : 	A	8	9	6	55	55	DB	5A	
1284753228 : 	A	8	9	6	55	55	DC	59	
1284793008 : 	A	8	9	6	55	55	DD	58	
1284833212 : 	A	8	9	6	55	55	DE	57	
1284911836 : 	A	8	9	6	55	55	E0	55	
1284991824 : 	A	8	9	6	55	55	E2	53	
1285071636 : 	B	8	9	6	55	55	E4	50	
1285113372 : 	B	8	9	6	55	55	E5	4F	
1285152640 : 	B	8	9	6	55	55	E6	4E	
1285232884 : 	B	8	9	6	55	55	E8	4C	
1285272832 : 	B	8	9	6	55	55	E9	4B	
1285313292 : 	B	8	9	6	55	55	EA	4A	
1285352648 : 	B	8	9	6	55	55	EB	49	
1285472072 : 	B	8	A	7	55	55	EE	44	
1285513128 : 	B	8	A	7	55	55	EF	43	
1285552736 : 	B	8	A	7	55	55	F0	42	
1285632212 : 	B	9	A	7	55	55	F2	3F	
1285672840 : 	B	9	A	7	55	55	F3	3E	
1285713132 : 	C	9	A	7	55	55	F4	3C	
1285753168 : 	C	9	A	7	55	55	F5	3B	
1285872252 : 	C	9	A	7	55	55	F8	38	
1285913052 : 	C	9	B	7	55	55	F9	36	
1285952832 : 	C	9	B	8	55	55	FA	34	
1285993208 : 	C	9	B	8	55	55	FB	33	
1286033156 : 	C	9	B	8	55	55	FC	32	
1286073540 : 	C	9	C	8	55	55	FD	30	
1286152668 : 	C	A	B	8	55	55	FF	2E	
1286193552 : 	C	A	B	8	55	55	0	2D	
1286233332 : 	C	A	B	8	55	55	1	2C	
1286273708 : 	C	A	B	9	55	55	2	2A	
1286353608 : 	C	A	B	9	55	55	4	28	
1286393388 : 	C	A	C	9	55	55	5	26	
1286433168 : 	C	A	C	9	55	55	6	25	
1286473032 : 	C	A	C	9	55	55	7	24	
1286513068 : 	C	A	C	A	55	55	8	22	
1286553528 : 	C	A	C	A	55	55	9	21	
1286592796 : 	C	A	C	A	55	55	A	20	
1286633520 : 	C	A	C	A	55	55	B	1F	
1286713836 : 	C	B	C	A	55	55	D	1C	
1286752852 : 	C	B	C	A	55	55	E	1B	
1286793992 : 	C	B	C	B	55	55	F	19	
1286832668 : 	C	B	C	B	55	55	10	18	
1286912820 : 	C	B	C	B	55	55	12	16	
1286952432 : 	C	B	C	B	55	55	13	15	
1286993828 : 	C	B	C	B	55	55	14	14	
1287032932 : 	C	B	C	B	55	55	15	13	
1287112400 : 	C	C	C	C	55	55	17	F	
1287152012 : 	C	C	C	C	55	55	18	E	
1287193668 : 	D	C	C	C	55	55	19	C	
1287232600 : 	C	C	D	C	55	55	1A	B	
1287632688 : 	E	D	D	D	55	55	24	FD	
1287713692 : 	D	E	E	E	55	55	26	F9	
1287752800 : 	E	E	E	E	55	55	27	F7	
1287794016 : 	E	E	E	E	55	55	28	F6	
1287833288 : 	E	E	E	E	55	55	29	F5	
1287873916 : 	E	E	D	E	55	55	2A	F5	
1287914036 : 	E	E	E	E	55	55	2B	F3	
1287953308 : 	E	E	E	E	55	55	2C	F2	
1287993852 : 	E	E	E	E	55	55	2D	F1	
1288032612 : 	E	E	E	E	55	55	2E	F0	
1288072904 : 	F	E	E	E	55	55	2F	EE	
1288113956 : 	F	E	F	F	55	55	30	EB	
1288153232 : 	F	F	E	E	55	55	31	EB	
1288192080 : 	F	F	F	F	55	55	32	E8	
1288233048 : 	F	F	F	F	55	55	33	E7	
1288312772 : 	F	F	F	F	55	55	35	E5	
1288353148 : 	F	F	F	F	55	55	36	E4	
1288392332 : 	F	F	F	F	55	55	37	E3	
1288433216 : 	F	F	F	F	55	55	38	E2	
1288553496 : 	10	F	F	F	55	55	3B	DE	
1288592168 : 	F	F	F	F	55	55	3C	DE	
1288633484 : 	10	10	F	10	55	55	3D	DA	
1288671812 : 	10	10	10	10	55	55	3E	D8	
1288793284 : 	10	10	10	10	55	55	41	D5	
1288831868 : 	10	10	10	10	55	55	42	D4	
1288871992 : 	10	10	10	10	55	55	43	D3	
1288913380 : 	10	10	10	10	55	55	44	D2	
1288951892 : 	10	10	10	10	55	55	45	D1	
1288991584 : 	10	10	10	10	55	55	46	D0	
1289032384 : 	10	10	10	11	55	55	47	CE	
1289071568 : 	10	10	10	11	55	55	48	CD	
1289113896 : 	10	11	10	11	55	55	49	CB	
1289151128 : 	10	10	10	11	55	55	4A	CB	
1289192864 : 	10	11	10	11	55	55	4B	C9	
1289232048 : 	10	10	10	11	55	55	4C	C9	
1289272760 : 	10	11	10	11	55	55	4D	C7	
1289313136 : 	10	11	10	11	55	55	4E	C6	
1289393548 : 	10	11	10	10	55	55	50	C5	
1289431796 : 	10	11	10	10	55	55	51	C4	
1289474044 : 	10	10	10	10	55	55	52	C4	
1289511868 : 	10	11	10	11	55	55	53	C1	
1289553176 : 	10	10	10	11	55	55	54	C1	
1289593128 : 	10	10	10	11	55	55	55	C0	
1289633588 : 	10	11	10	11	55	55	56	BE	
1289671920 : 	10	11	10	11	55	55	57	BD	
1289712552 : 	10	10	10	11	55	55	58	BD	
1289753096 : 	10	11	10	11	55	55	59	BB	
1289793472 : 	10	10	10	10	55	55	5A	BC	
1289832580 : 	11	10	10	10	55	55	5B	BA	
1289873288 : 	10	11	10	11	55	55	5C	B8	
1289913916 : 	11	11	10	11	55	55	5D	B6	
1289953868 : 	10	10	10	11	55	55	5E	B7	
1290032156 : 	11	11	10	11	55	55	60	B3	
1290072528 : 	11	11	11	11	55	55	61	B1	
1290112224 : 	11	11	11	11	55	55	62	B0	
1290152256 : 	11	11	11	11	55	55	63	AF	
1290193568 : 	11	11	11	11	55	55	64	AE	
1290231908 : 	11	11	11	11	55	55	65	AD	
1290273468 : 	11	11	11	11	55	55	66	AC	
1290311036 : 	11	11	11	11	55	55	67	AB	
1290352856 : 	12	12	11	11	55	55	68	A8	
1290395016 : 	12	12	11	11	55	55	69	A7	
1290432504 : 	12	12	11	12	55	55	6A	A5	
1290473564 : 	12	11	12	12	55	55	6B	A4	
1290511212 : 	12	12	12	12	55	55	6C	A2	
1290552860 : 	12	12	12	12	55	55	6D	A1	
1290595020 : 	12	12	12	12	55	55	6E	A0	
1290633868 : 	12	12	12	12	55	55	6F	9F	
1290673052 : 	12	13	12	12	55	55	70	9D	
1290713428 : 	12	13	12	13	55	55	71	9B	
1290752528 : 	13	13	13	13	55	55	72	98	
1290793836 : 	13	13	13	13	55	55	73	97	
1290833788 : 	13	13	13	13	55	55	74	96	
1290873396 : 	13	13	13	13	55	55	75	95	
1290912584 : 	13	13	13	13	55	55	76	94	
1290953212 : 	13	13	13	14	55	55	77	92	
1290994268 : 	13	14	14	14	55	55	78	8F	
1291073400 : 	14	14	14	14	55	55	7A	8C	
1291112840 : 	14	14	14	14	55	55	7B	8B	
1291153644 : 	14	14	14	14	55	55	7C	8A	
1291913796 : 	17	17	17	16	55	55	8F	6C	
1291953068 : 	17	17	17	16	55	55	90	6B	
1291993868 : 	17	17	17	17	55	55	91	69	
1292114228 : 	17	17	17	17	55	55	94	66	
1292153668 : 	17	17	17	17	55	55	95	65	
1292194044 : 	17	17	17	17	55	55	96	64	
1292234416 : 	17	17	17	17	55	55	97	63	
1292274196 : 	17	17	17	17	55	55	98	62	
1292314148 : 	17	17	17	17	55	55	99	61	
1292354268 : 	17	18	18	17	55	55	9A	5E	
1292394564 : 	18	18	18	18	55	55	9B	5B	
1292434336 : 	18	18	18	18	55	55	9C	5A	
1292474116 : 	18	18	18	18	55	55	9D	59	
1292514068 : 	18	18	18	18	55	55	9E	58	
1292554364 : 	18	18	18	18	55	55	9F	57	
1292594052 : 	18	18	18	18	55	55	A0	56	
1292634180 : 	18	18	18	18	55	55	A1	55	
1292674376 : 	18	18	18	18	55	55	A2	54	
1292711952 : 	19	19	18	19	55	55	A3	50	
1292754028 : 	19	19	19	19	55	55	A4	4E	
1292794056 : 	19	19	19	19	55	55	A5	4D	
1292834516 : 	19	19	19	19	55	55	A6	4C	
1292872256 : 	19	19	19	19	55	55	A7	4B	
1292911952 : 	19	19	19	19	55	55	A8	4A	
1292952672 : 	19	19	19	19	55	55	A9	49	
1292994232 : 	19	19	19	19	55	55	AA	48	
1293032056 : 	19	19	19	1A	55	55	AB	46	
1293073708 : 	19	19	1A	1A	55	55	AC	44	
1293113148 : 	1A	19	1A	1A	55	55	AD	42	
1293152248 : 	1A	1A	19	1A	55	55	AE	41	
1293232324 : 	1A	1A	1A	1A	55	55	B0	3E	
1293272692 : 	1A	1A	1A	1A	55	55	B1	3D	
1293312640 : 	1A	1A	1A	1A	55	55	B2	3C	
1293352252 : 	1A	1A	1A	1A	55	55	B3	3B	
1293394076 : 	1A	1A	1A	1A	55	55	B4	3A	
1293434028 : 	1A	1A	1A	1A	55	55	B5	39	
1293473460 : 	1A	1A	1A	1A	55	55	B6	38	
1293513328 : 	1A	1A	1A	1A	55	55	B7	37	
1293552512 : 	1A	1A	1A	1A	55	55	B8	36	
1293594588 : 	1A	1A	1A	1A	55	55	B9	35	
1293634028 : 	1A	1A	1A	1A	55	55	BA	34	
1293672108 : 	1A	1A	1A	1A	55	55	BB	33	
1293713928 : 	1A	1A	1A	1A	55	55	BC	32	
1293754812 : 	1A	1A	1A	1B	55	55	BD	30	
1293794344 : 	1A	1A	1A	1A	55	55	BE	30	
1293833948 : 	1B	1A	1A	1B	55	55	BF	2D	
1293872452 : 	1B	1B	1A	1A	55	55	C0	2C	
1293914100 : 	1B	1B	1A	1B	55	55	C1	2A	
1293993236 : 	1B	1B	1B	1B	55	55	C3	27	
1294035652 : 	1B	1B	1B	1B	55	55	C4	26	
1294074328 : 	1B	1B	1B	1B	55	55	C5	25	
1294114020 : 	1B	1B	1B	1B	55	55	C6	24	
1294194260 : 	1B	1B	1B	1B	55	55	C8	22	
1294234296 : 	1B	1B	1B	1B	55	55	C9	21	
1294274076 : 	1B	1B	1B	1B	55	55	CA	20	
1294314028 : 	1B	1B	1B	1B	55	55	CB	1F	
1294394608 : 	1B	1B	1B	1B	55	55	CD	1D	
1294434476 : 	1B	1B	1B	1B	55	55	CE	1C	
1294474592 : 	1B	1B	1B	1B	55	55	CF	1B	
1294513608 : 	1B	1B	1B	1B	55	55	D0	1A	
1294552204 : 	1B	1B	1B	1B	55	55	D1	19	
1294592828 : 	1B	1B	1B	1B	55	55	D2	18	
1294634144 : 	1B	1B	1B	1B	55	55	D3	17	
1294672472 : 	1B	1B	1B	1B	55	55	D4	16	
1294713780 : 	1B	1B	1B	1B	55	55	D5	15	
1294754584 : 	1B	1B	1B	1B	55	55	D6	14	
1294793344 : 	1B	1B	1B	1B	55	55	D7	13	
1294834396 : 	1B	1B	1B	1B	55	55	D8	12	
1294875536 : 	1B	1B	1B	1B	55	55	D9	11	
1294913788 : 	1B	1B	1B	1B	55	55	DA	10	
1294954756 : 	1B	1B	1C	1C	55	55	DB	D	
1294994708 : 	1C	1B	1C	1B	55	55	DC	C	
1295034316 : 	1C	1B	1B	1C	55	55	DD	B	
1295072568 : 	1C	1B	1C	1B	55	55	DE	A	
1295113792 : 	1C	1C	1C	1B	55	55	DF	8	
1295154592 : 	1B	1B	1C	1B	55	55	E0	9	
1295194032 : 	1C	1B	1C	1B	55	55	E1	7	
1295233472 : 	1C	1B	1C	1B	55	55	E2	6	
1295274272 : 	1C	1B	1B	1B	55	55	E3	6	
1295314732 : 	1C	1B	1C	1C	55	55	E4	3	
1295353492 : 	1C	1B	1C	1C	55	55	E5	2	
1295394632 : 	1C	1C	1B	1C	55	55	E6	1	
1295433988 : 	1C	1B	1B	1B	55	55	E7	2	
1295473688 : 	1C	1C	1C	1C	55	55	E8	FE	
1295514660 : 	1C	1B	1C	1C	55	55	E9	FE	
1295554608 : 	1C	1C	1C	1C	55	55	EA	FC	
1295594296 : 	1C	1C	1C	1C	55	55	EB	FB	
1295633652 : 	1C	1C	1C	1C	55	55	EC	FA	
1295673176 : 	1C	1C	1C	1C	55	55	ED	F9	
1295714740 : 	1C	1C	1C	1C	55	55	EE	F8	
1295754520 : 	1C	1C	1C	1C	55	55	EF	F7	
1295794728 : 	1C	1C	1C	1C	55	55	F0	F6	
1295833572 : 	1C	1C	1C	1C	55	55	F1	F5	
1295874540 : 	1C	1C	1C	1C	55	55	F2	F4	
1295953420 : 	1C	1C	1C	1C	55	55	F4	F2	
1295993456 : 	1C	1C	1C	1C	55	55	F5	F1	
1296032984 : 	1C	1C	1C	1C	55	55	F6	F0	
1296073788 : 	1C	1C	1C	1C	55	55	F7	EF	
1296153004 : 	1C	1C	1C	1C	55	55	F9	ED	
1296193208 : 	1C	1C	1C	1C	55	55	FA	EC	
1296234092 : 	1C	1C	1C	1C	55	55	FB	EB	
1296272172 : 	1C	1C	1C	1C	55	55	FC	EA	
1296632488 : 	1C	1C	1C	1C	55	55	5	E1	
1296673032 : 	1C	1B	1B	1C	55	55	6	E2	
1296752080 : 	1B	1B	1B	1B	55	55	8	E2	
1296794328 : 	1B	1B	1B	1B	55	55	9	E1	
1296874312 : 	1B	1B	1B	1B	55	55	B	DF	
1296912988 : 	1B	1B	1B	1B	55	55	C	DE	
1296955744 : 	1B	1B	1B	1B	55	55	D	DD	
1296993480 : 	1B	1B	1B	1B	55	55	E	DC	
1297032332 : 	1B	1B	1B	1B	55	55	F	DB	
1297072532 : 	1B	1B	1B	1B	55	55	10	DA	
1297112312 : 	1B	1B	1B	1B	55	55	11	D9	
1297154728 : 	1B	1B	1B	1B	55	55	12	D8	
1297194848 : 	1B	1B	1B	1B	55	55	13	D7	
1297235900 : 	1B	1B	1B	1B	55	55	14	D6	
1297274924 : 	1B	1B	1B	1B	55	55	15	D5	
1297314528 : 	1B	1B	1B	1B	55	55	16	D4	
1297354908 : 	1B	1B	1B	1B	55	55	17	D3	
1297394512 : 	1B	1B	1B	1B	55	55	18	D2	
1297432508 : 	1B	1B	1B	1B	55	55	19	D1	
1297472548 : 	1B	1A	1B	1B	55	55	1A	D1	
1297514872 : 	1B	1B	1B	1B	55	55	1B	CF	
1297554652 : 	1B	1B	1B	1B	55	55	1C	CE	
1297595792 : 	1B	1B	1B	1B	55	55	1D	CD	
1297632512 : 	1B	1A	1B	1B	55	55	1E	CD	
1297674756 : 	1B	1B	1B	1B	55	55	1F	CB	
1297714452 : 	1B	1A	1A	1A	55	55	20	CD	
1297754060 : 	1B	1B	1B	1B	55	55	21	C9	
1297794608 : 	1B	1A	1B	1B	55	55	22	C9	
1297833960 : 	1B	1B	1B	1A	55	55	23	C8	
1297873148 : 	1B	1A	1A	1A	55	55	24	C9	
1297912588 : 	1A	1A	1A	1A	55	55	25	C9	
1297954660 : 	1B	1A	1B	1B	55	55	26	C5	
1297992912 : 	1A	1A	1B	1B	55	55	27	C5	
1298032608 : 	1A	1B	1B	1B	55	55	28	C3	
1298074088 : 	1B	1A	1A	1B	55	55	29	C3	
1298112596 : 	1A	1A	1B	1B	55	55	2A	C2	
1298154328 : 	1A	1A	1A	1A	55	55	2B	C3	
1298193344 : 	1A	1A	1A	1A	55	55	2C	C2	
1298234312 : 	1A	1A	1A	1A	55	55	2D	C1	
1298273420 : 	1A	1A	1A	1A	55	55	2E	C0	
1298312680 : 	1A	1A	1A	1A	55	55	2F	BF	
1298353652 : 	1A	1A	1A	1A	55	55	30	BE	
1298392412 : 	1A	1A	1A	1A	55	55	31	BD	
1298434068 : 	1A	1A	1A	1A	55	55	32	BC	
1298472736 : 	1A	1A	1A	1A	55	55	33	BB	
1298514304 : 	1A	1A	1A	1A	55	55	34	BA	
1298552552 : 	1A	1A	1A	1A	55	55	35	B9	
1298594288 : 	1A	1A	1A	1A	55	55	36	B8	
1298633132 : 	1A	1A	1A	1A	55	55	37	B7	
1298672488 : 	1A	1A	1A	1A	55	55	38	B6	
1298714220 : 	1A	1A	1A	1A	55	55	39	B5	
1298754088 : 	1A	1A	1A	1A	55	55	3A	B4	
1298793532 : 	1A	1A	1A	1A	55	55	3B	B3	
1298832372 : 	1A	1A	1A	1A	55	55	3C	B2	
1298873680 : 	1A	19	1A	1A	55	55	3D	B2	
1298913800 : 	1A	1A	1A	1A	55	55	3E	B0	
1298954268 : 	19	19	1A	1A	55	55	3F	B1	
1298993616 : 	1A	1A	19	1A	55	55	40	AF	
1299034672 : 	1A	1A	19	1A	55	55	41	AE	
1299072668 : 	1A	1A	1A	1A	55	55	42	AC	
1299114656 : 	1A	19	1A	1A	55	55	43	AC	
1299152652 : 	1A	1A	1A	1A	55	55	44	AA	
1299194640 : 	19	19	19	1A	55	55	45	AC	
1299233232 : 	19	19	19	19	55	55	46	AC	
1299271828 : 	19	19	19	19	55	55	47	AB	
1299313132 : 	19	19	19	19	55	55	48	AA	
1299353768 : 	19	19	19	19	55	55	49	A9	
1299395156 : 	19	19	19	19	55	55	4A	A8	
1299434852 : 	19	19	19	19	55	55	4B	A7	
1299473780 : 	19	19	19	19	55	55	4C	A6	
1299515176 : 	19	19	19	19	55	55	4D	A5	
1299554024 : 	19	19	19	19	55	55	4E	A4	
